Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-012589,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3148242,47.61291271
2020-012643,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3471636,47.61375921
2020-012647,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3180371,47.71633299
2020-012656,ASSAULT OFFENSES,Aggravated Assault,SANDPOINT,-122.305477,47.69347637
2020-012661,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,0,0
2020-012681,ASSAULT OFFENSES,Aggravated Assault,WALLINGFORD,-122.326179,47.6613494
2020-012700,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.38466,47.64751696
2020-012722,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.349999,47.61309087
2020-012781,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3101449,47.6170272
2020-012791,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3273595,47.61343735
2020-012869,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3350861,47.61600093
2020-012887,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3336337,47.62198666
2020-012901,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3148692,47.61362456
2020-012924,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3761358,47.63538762
2020-012970,ASSAULT OFFENSES,Aggravated Assault,MOUNT BAKER,-122.2990126,47.58548127
2020-012986,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3328526,47.70956297
2020-012992,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.3629755,47.55281977
2020-013053,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-013066,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2977283,47.72180711
2020-013093,ASSAULT OFFENSES,Simple Assault,GEORGETOWN,-122.3293685,47.56380429
2020-013102,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3156264,47.68465898
2020-013104,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3206936,47.66630973
2020-013154,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,0,0
2020-013194,ASSAULT OFFENSES,Simple Assault,NORTH ADMIRAL,-122.3862939,47.59251211
2020-013254,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3553033,47.6909962
2020-013309,ASSAULT OFFENSES,Simple Assault,UNKNOWN,0,0
2020-013311,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2020-013403,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3555529,47.72595531
2020-013441,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3466428,47.64141974
2020-013490,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.29457,47.71927496
2020-013528,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3201136,47.61408041
2020-013550,ASSAULT OFFENSES,Simple Assault,MILLER PARK,-122.3126365,47.62259527
2020-013555,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2907481,47.70208571
2020-013587,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3139585,47.6141184
2020-013695,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.356651,47.70364225
2020-013714,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3240791,47.59835025
2020-013714,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3240791,47.59835025
2020-013793,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2910732,47.73283589
2020-013910,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3177227,47.66057874
2020-013940,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.2962262,47.61081416
2020-013953,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,0,0
2020-013989,ASSAULT OFFENSES,Aggravated Assault,BALLARD NORTH,-122.3887011,47.68404973
2020-014076,ASSAULT OFFENSES,Simple Assault,RAINIER VIEW,-122.2607293,47.51238268
2020-014141,ASSAULT OFFENSES,Intimidation,BALLARD NORTH,-122.3816397,47.68871832
2020-014169,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3207279,47.661319
2020-014183,ASSAULT OFFENSES,Simple Assault,MILLER PARK,0,0
2020-014231,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3446554,47.7017921
2020-014279,ASSAULT OFFENSES,Intimidation,GEORGETOWN,-122.3293685,47.56380429
2020-014311,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,0,0
2020-014327,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3263468,47.60981959
2020-014418,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.3207987,47.61523531
2020-014425,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.343469,47.71231577
2020-014437,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,0,0
2020-014495,ASSAULT OFFENSES,Intimidation,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.367312,47.52102758
2020-014523,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,0,0
2020-014566,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-014694,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3767923,47.52017448
2020-014711,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3122115,47.60434255
2020-014724,ASSAULT OFFENSES,Aggravated Assault,GEORGETOWN,-122.3231011,47.55150187
2020-014832,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.2972223,47.66124046
2020-014855,ASSAULT OFFENSES,Intimidation,NORTH BEACON HILL,-122.311909,47.56262085
2020-015056,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3432259,47.69490229
2020-015083,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3127663,47.61528704
2020-015177,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3219829,47.62469409
2020-015363,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3411023,47.61134853
2020-015403,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3446554,47.7017921
2020-015436,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3342112,47.60918901
2020-015465,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3486152,47.66107629
2020-015550,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-015584,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3458645,47.69056669
2020-015594,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3150205,47.60000951
2020-015642,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3223987,47.60801798
2020-015644,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2977199,47.57402879
2020-015709,ASSAULT OFFENSES,Aggravated Assault,SOUTH BEACON HILL,-122.2871751,47.52056312
2020-015957,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3544702,47.65319896
2020-015958,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3114503,47.61702955
2020-015993,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3415426,47.61278241
2020-016084,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3142241,47.66400406
2020-016103,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3341849,47.60004423
2020-016139,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,-122.3255255,47.53019127
2020-016338,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3595959,47.54102078
2020-016354,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2924936,47.72100749
2020-016431,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3763418,47.64946357
2020-016497,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3207987,47.61523531
2020-016507,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3484309,47.61685497
2020-016584,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3762758,47.55378049
2020-016613,ASSAULT OFFENSES,Intimidation,HIGHLAND PARK,-122.3360281,47.52042665
2020-016653,ASSAULT OFFENSES,Simple Assault,GEORGETOWN,-122.3274805,47.54263021
2020-016744,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.313088,47.66399625
2020-016752,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-016756,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2020-016850,ASSAULT OFFENSES,Simple Assault,UNKNOWN,-122.2596358,47.49598938
2020-016859,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-016875,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,0,0
2020-016903,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.356651,47.70364225
2020-016958,ASSAULT OFFENSES,Simple Assault,SOUTH DELRIDGE,-122.3551548,47.51827803
2020-016963,ASSAULT OFFENSES,Aggravated Assault,NEW HOLLY,-122.2921623,47.54131774
2020-016968,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3439855,47.69055851
2020-016969,ASSAULT OFFENSES,Simple Assault,BELLTOWN,0,0
2020-017038,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3153308,47.68230947
2020-017038,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3153308,47.68230947
2020-017142,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3327144,47.60419712
2020-017153,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-017157,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.26851,47.5284222
2020-017204,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3707689,47.6618344
2020-017267,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3022358,47.6010021
2020-017328,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.2962275,47.70754336
2020-017347,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.339257,47.61051065
2020-017398,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3027771,47.60617557
2020-017404,ASSAULT OFFENSES,Simple Assault,NORTHGATE,0,0
2020-017438,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-017470,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3445607,47.6938234
2020-017477,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-017579,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.29269,47.59621162
2020-017601,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3021862,47.61893228
2020-017648,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3108159,47.66397982
2020-017729,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3317002,47.62024125
2020-017775,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3074862,47.67090888
2020-017781,ASSAULT OFFENSES,Aggravated Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.367312,47.52102758
2020-017871,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3337267,47.60278737
2020-017881,ASSAULT OFFENSES,Intimidation,RAINIER BEACH,-122.2699954,47.52165752
2020-018169,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3444419,47.60890146
2020-018213,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3378062,47.58950423
2020-018225,ASSAULT OFFENSES,Simple Assault,GEORGETOWN,-122.321906,47.55001613
2020-018272,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.2958538,47.60057085
2020-018283,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-018296,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3534381,47.62544496
2020-018313,ASSAULT OFFENSES,Intimidation,SODO,-122.3259723,47.58720059
2020-018358,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3283588,47.61369803
2020-018381,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3371216,47.62578951
2020-018397,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3395527,47.71915843
2020-018437,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.331964,47.60253739
2020-018534,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3027554,47.61080622
2020-018806,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3118988,47.66748414
2020-018851,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,-122.3229227,47.52604035
2020-018860,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3257292,47.60662564
2020-018863,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.364675,47.69353105
2020-018887,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3456535,47.61403982
2020-018915,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3361287,47.61044597
2020-018996,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3142241,47.66400406
2020-019039,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477718,47.73167696
2020-019054,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.327667,47.59919493
2020-019062,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3041264,47.66253339
2020-019070,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3246152,47.7086028
2020-019103,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2020-019324,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2990223,47.58435803
2020-019326,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2721272,47.52233851
2020-019402,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2783036,47.53154302
2020-019411,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3175244,47.6851071
2020-019420,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2721174,47.52330965
2020-019448,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3223987,47.60801798
2020-019688,ASSAULT OFFENSES,Intimidation,NORTH DELRIDGE,-122.3629755,47.55281977
2020-019868,ASSAULT OFFENSES,Simple Assault,HILLMAN CITY,-122.2792215,47.55118301
2020-019930,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2696111,47.51684873
2020-020013,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3330981,47.60965503
2020-020036,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3146807,47.67137942
2020-020113,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.4008979,47.65496124
2020-020161,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3749002,47.66944177
2020-020219,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-020232,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3301677,47.60476953
2020-020323,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270316,47.59583677
2020-020398,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3458631,47.61299081
2020-020526,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3283173,47.59919591
2020-020547,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-020570,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3384754,47.61970547
2020-020651,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.2990223,47.58435803
2020-020692,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,0,0
2020-020789,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3341801,47.60130276
2020-020799,ASSAULT OFFENSES,Simple Assault,SANDPOINT,0,0
2020-020839,ASSAULT OFFENSES,Intimidation,GEORGETOWN,-122.3267201,47.56581903
2020-020841,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3327221,47.71228385
2020-020872,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,0,0
2020-020894,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477905,47.73322159
2020-021027,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3270688,47.60557243
2020-021244,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.2953763,47.60799516
2020-021330,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.2924936,47.72100749
2020-021413,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3289663,47.59961646
2020-021416,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.344328,47.61855857
2020-021419,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3335329,47.67526483
2020-021433,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.312719,47.6199673
2020-021482,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3330981,47.60965503
2020-021539,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.3825477,47.65125414
2020-021583,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.3553015,47.68983727
2020-021667,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3246521,47.60460902
2020-021721,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3566023,47.53549831
2020-021767,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3106588,47.61537831
2020-021864,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3338081,47.61210339
2020-021942,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276834,47.59579405
2020-021952,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3424018,47.61855016
2020-021965,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.348506,47.61807131
2020-021998,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3300105,47.59959463
2020-022012,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3341897,47.59874828
2020-022040,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.324034,47.62371704
2020-022052,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3459555,47.65602297
2020-022055,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3554093,47.62392488
2020-022092,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3290546,47.58293525
2020-022167,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.3309763,47.59828697
2020-022216,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3139102,47.61995898
2020-022227,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3402422,47.61201358
2020-022300,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3167817,47.60310004
2020-022374,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3142241,47.66400406
2020-022412,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3341786,47.60172234
2020-022458,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-022532,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3400134,47.60882096
2020-022592,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.343076,47.63713886
2020-022592,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.343076,47.63713886
2020-022741,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3408925,47.61239802
2020-022768,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3126919,47.62081887
2020-022778,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3591107,47.52738742
2020-022779,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3234439,47.60412808
2020-022817,ASSAULT OFFENSES,Simple Assault,WALLINGFORD,-122.3229038,47.66261066
2020-022832,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3314085,47.60276918
2020-022833,ASSAULT OFFENSES,Simple Assault,SODO,-122.3273255,47.5923966
2020-022863,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3208729,47.61990775
2020-022880,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3168635,47.61584806
2020-022900,ASSAULT OFFENSES,Simple Assault,SODO,-122.333266,47.58504257
2020-022998,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3174422,47.60351535
2020-023084,ASSAULT OFFENSES,Simple Assault,MILLER PARK,-122.3036196,47.62021304
2020-023096,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-023124,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,-122.2856311,47.54605725
2020-023176,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.2991587,47.57967225
2020-023288,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3509716,47.61425251
2020-023397,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3497912,47.65001037
2020-023438,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3762192,47.66570451
2020-023488,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3300246,47.72080497
2020-023517,ASSAULT OFFENSES,Intimidation,GEORGETOWN,-122.3180838,47.55043181
2020-023552,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-023565,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3289663,47.59961646
2020-023588,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3393827,47.61267823
2020-023598,ASSAULT OFFENSES,Intimidation,HIGHLAND PARK,-122.3598004,47.52469497
2020-023666,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3187939,47.6140898
2020-023722,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3131157,47.66218058
2020-023740,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3107706,47.67198681
2020-023756,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2753228,47.52331187
2020-023768,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263524,47.60129045
2020-023789,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477718,47.73167696
2020-023794,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.345966,47.69871766
2020-023867,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.386804,47.56021562
2020-023906,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.3028639,47.69754906
2020-024007,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.2954986,47.57587409
2020-024044,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3436235,47.62583781
2020-024138,ASSAULT OFFENSES,Simple Assault,SOUTH DELRIDGE,-122.3591581,47.52141816
2020-024224,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.329191,47.60203767
2020-024361,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2699958,47.51903818
2020-024413,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3142241,47.66400406
2020-024502,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3396143,47.61516016
2020-024587,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3177783,47.71043556
2020-024606,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.3016293,47.58499648
2020-024624,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-024631,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3132333,47.61411364
2020-024648,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2699879,47.52281565
2020-024717,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3187939,47.6140898
2020-024795,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3555488,47.72414184
2020-024853,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3229227,47.52604035
2020-024959,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-025053,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-025089,ASSAULT OFFENSES,Simple Assault,RAINIER VIEW,-122.2707612,47.51425283
2020-025149,ASSAULT OFFENSES,Aggravated Assault,NEW HOLLY,-122.2847933,47.54049085
2020-025149,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2847933,47.54049085
2020-025241,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3222758,47.67951776
2020-025321,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2020-025377,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3764666,47.54377222
2020-025383,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3331722,47.6030194
2020-025457,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3278538,47.61903867
2020-025612,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3014102,47.61354587
2020-025637,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3580261,47.62328137
2020-025645,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-025659,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.329674,47.60842795
2020-025721,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3365135,47.6185254
2020-025887,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3515422,47.71324289
2020-025894,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3200539,47.67542229
